Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,voivodeship,parish_id
Gniewkowo,Gniewkowo,Chrzty,1676,1888,kujawsko-pomorskie,7204
Gniewkowo,Gniewkowo,Śluby,1676,1920,kujawsko-pomorskie,9123
Gniewkowo,Gniewkowo,Zgony,1698,1924,kujawsko-pomorskie,7708
Golub,Golub,Chrzty,1761,1892,kujawsko-pomorskie,2089
Golub,Golub,Śluby,1760,1890,kujawsko-pomorskie,1970
Golub,Golub,Zgony,1794,1874,kujawsko-pomorskie,8560
Golub (ewang.),Golub (ewang.),Śluby,1822,1847,kujawsko-pomorskie,11522
Golub (ewang.),Golub (ewang.),Zgony,1800,1810,kujawsko-pomorskie,8706
Gorczenica USC,Gorczenica USC,Chrzty,1874,1890,kujawsko-pomorskie,6688
Gorczenica USC,Gorczenica USC,Śluby,1874,1890,kujawsko-pomorskie,6687
Gorczenica USC,Gorczenica USC,Zgony,1874,1890,kujawsko-pomorskie,6689
Gorzyce,Gorzyce,Chrzty,1746,1784,kujawsko-pomorskie,6801
Gorzyce,Gorzyce,Śluby,1746,1799,kujawsko-pomorskie,6759
Gostkowo,Gostkowo,Chrzty,1778,1891,kujawsko-pomorskie,9574
Gostkowo,Gostkowo,Śluby,1873,1890,kujawsko-pomorskie,8788
Gostkowo,Gostkowo,Zgony,1778,1825,kujawsko-pomorskie,8842
Gostycyn,Gostycyn,Chrzty,1669,1915,kujawsko-pomorskie,1029
Gostycyn,Gostycyn,Śluby,1667,1945,kujawsko-pomorskie,418
Gostycyn,Gostycyn,Zgony,1665,1948,kujawsko-pomorskie,1030
Góra (pow.inowrocławski),Góra (pow.inowrocławski),Chrzty,1793,1926,kujawsko-pomorskie,7569
Góra (pow.inowrocławski),Góra (pow.inowrocławski),Śluby,1796,1916,kujawsko-pomorskie,6996
Góra (pow.inowrocławski),Góra (pow.inowrocławski),Zgony,1796,1939,kujawsko-pomorskie,7570
Górna Grupa,Górna Grupa,Zgony,1934,2008,kujawsko-pomorskie,1249
Górzno,Górzno,Chrzty,1816,1925,kujawsko-pomorskie,429
Górzno,Górzno,Śluby,1772,1945,kujawsko-pomorskie,685
Górzno,Górzno,Zgony,1888,1990,kujawsko-pomorskie,660
Grabie,Grabie,Śluby,1735,1772,kujawsko-pomorskie,11424
Grabkowo,Grabkowo,Chrzty,1751,1924,kujawsko-pomorskie,6834
Grabkowo,Grabkowo,Śluby,1751,1945,kujawsko-pomorskie,2618
Grabkowo,Grabkowo,Zgony,1751,1940,kujawsko-pomorskie,2619
Grążawy,Grążawy,Śluby,1792,1839,kujawsko-pomorskie,7391
Grochowalsk,Grochowalsk,Chrzty,1808,1924,kujawsko-pomorskie,3225
Grochowalsk,Grochowalsk,Śluby,1809,1935,kujawsko-pomorskie,5781
Grochowalsk,Grochowalsk,Zgony,1807,1935,kujawsko-pomorskie,3235
Gromadno USC,Gromadno USC,Śluby,1892,1892,kujawsko-pomorskie,4880
Gronowo,Gronowo,Chrzty,1774,1890,kujawsko-pomorskie,9996
Gronowo,Gronowo,Śluby,1775,1924,kujawsko-pomorskie,9024
Gronowo,Gronowo,Zgony,1774,1909,kujawsko-pomorskie,8294
Gruczno,Gruczno,Chrzty,1670,1718,kujawsko-pomorskie,7663
Gruczno,Gruczno,Śluby,1711,1945,kujawsko-pomorskie,7664
Grudziądz św. Mikołaja,Grudziądz św. Mikołaja,Chrzty,1814,1863,kujawsko-pomorskie,6543
Grudziądz św. Mikołaja,Grudziądz św. Mikołaja,Śluby,1774,1850,kujawsko-pomorskie,9270
Gruta,Gruta,Chrzty,1748,1807,kujawsko-pomorskie,10277
Gruta,Gruta,Śluby,1711,1847,kujawsko-pomorskie,9224
Grzybno (gm. Bobrowo) USC,Grzybno (gm. Bobrowo) USC,Chrzty,1874,1909,kujawsko-pomorskie,14888
Grzybno (gm. Bobrowo) USC,Grzybno (gm. Bobrowo) USC,Śluby,1874,1903,kujawsko-pomorskie,10868
Grzywna,Grzywna,Chrzty,1826,1850,kujawsko-pomorskie,11706
Grzywna,Grzywna,Śluby,1853,1865,kujawsko-pomorskie,11707
Inowrocław św. Józefa,Inowrocław św. Józefa,Zgony,1934,1939,kujawsko-pomorskie,15873
Inowrocław św. Mikołaja,Inowrocław św. Mikołaja,Chrzty,1760,1852,kujawsko-pomorskie,4945
Inowrocław św. Mikołaja,Inowrocław św. Mikołaja,Śluby,1761,1799,kujawsko-pomorskie,5083
Inowrocław św. Mikołaja,Inowrocław św. Mikołaja,Zgony,1761,1945,kujawsko-pomorskie,6925
Inowrocław Zwiastowania NMP,Inowrocław Zwiastowania NMP,Chrzty,1923,1925,kujawsko-pomorskie,14157
Inowrocław Zwiastowania NMP,Inowrocław Zwiastowania NMP,Zgony,1923,1924,kujawsko-pomorskie,16602
Izbica Kujawska,Izbica Kujawska,Chrzty,1710,1923,kujawsko-pomorskie,107
Izbica Kujawska,Izbica Kujawska,Śluby,1713,1923,kujawsko-pomorskie,155
Izbica Kujawska,Izbica Kujawska,Zgony,1653,1923,kujawsko-pomorskie,153
Jabłonowo Pomorskie,Jabłonowo Pomorskie,Chrzty,1746,1887,kujawsko-pomorskie,3706
Jabłonowo Pomorskie,Jabłonowo Pomorskie,Śluby,1746,1914,kujawsko-pomorskie,3707
Jabłonowo Pomorskie,Jabłonowo Pomorskie,Zgony,1743,1874,kujawsko-pomorskie,3708
Jadowniki Bielskie,Jadowniki Bielskie,Chrzty,1874,1876,kujawsko-pomorskie,6777
Jadowniki Bielskie,Jadowniki Bielskie,Śluby,1874,1876,kujawsko-pomorskie,6778
Jadowniki Bielskie,Jadowniki Bielskie,Zgony,1874,1876,kujawsko-pomorskie,6779
Jaksice,Jaksice,Chrzty,1818,1926,kujawsko-pomorskie,1415
Jaksice,Jaksice,Śluby,1847,1936,kujawsko-pomorskie,11383
Jaksice,Jaksice,Zgony,1847,1915,kujawsko-pomorskie,11421
Janowiec,Janowiec,Śluby,1848,1885,kujawsko-pomorskie,141
Jastrzębie,Jastrzębie,Chrzty,1794,1822,kujawsko-pomorskie,9279
Jastrzębie,Jastrzębie,Śluby,1806,1856,kujawsko-pomorskie,7370
Jastrzębie,Jastrzębie,Zgony,1805,1842,kujawsko-pomorskie,7841
Jeleńcz,Jeleńcz,Chrzty,1773,1823,kujawsko-pomorskie,2256
Jeleńcz,Jeleńcz,Śluby,1774,1802,kujawsko-pomorskie,2257
Jeleńcz,Jeleńcz,Zgony,1774,1785,kujawsko-pomorskie,2258
Jeżewo (pow. świecki),Jeżewo (pow. świecki),Chrzty,1752,1922,kujawsko-pomorskie,577
Jeżewo (pow. świecki),Jeżewo (pow. świecki),Śluby,1752,1945,kujawsko-pomorskie,289
Jeżewo (pow. świecki),Jeżewo (pow. świecki),Zgony,1774,2009,kujawsko-pomorskie,574
Juncewo,Juncewo,Śluby,1779,1799,kujawsko-pomorskie,6076
Kaczewo,Kaczewo,Chrzty,1788,1827,kujawsko-pomorskie,7465
Kaczewo,Kaczewo,Śluby,1788,1825,kujawsko-pomorskie,1527
Kaczewo,Kaczewo,Zgony,1788,1825,kujawsko-pomorskie,8055
Kamień Krajeński,Kamień Krajeński,Chrzty,1863,1889,kujawsko-pomorskie,1259
Kamień Krajeński USC,Kamień Krajeński USC,Chrzty,1874,1876,kujawsko-pomorskie,14037
Karnkowo,Karnkowo,Chrzty,1770,1910,kujawsko-pomorskie,12045
Karnkowo,Karnkowo,Śluby,1790,1922,kujawsko-pomorskie,2831
Karnkowo,Karnkowo,Zgony,1784,1910,kujawsko-pomorskie,12044
Kcynia św. Michała Archanioła,Kcynia św. Michała Archanioła,Chrzty,1862,1863,kujawsko-pomorskie,12140
Kiełbasin,Kiełbasin,Chrzty,1739,1891,kujawsko-pomorskie,411
Kiełbasin,Kiełbasin,Śluby,1739,1891,kujawsko-pomorskie,363
Kiełbasin,Kiełbasin,Zgony,1845,1891,kujawsko-pomorskie,638
Kijewo Królewskie,Kijewo Królewskie,Chrzty,1884,1884,kujawsko-pomorskie,4514
Kijewo Królewskie,Kijewo Królewskie,Śluby,1819,1847,kujawsko-pomorskie,8741
Kikół,Kikół,Chrzty,1706,1910,kujawsko-pomorskie,2661
Kikół,Kikół,Śluby,1737,1917,kujawsko-pomorskie,1636
Kikół,Kikół,Zgony,1739,1910,kujawsko-pomorskie,2662
Kłobia,Kłobia,Chrzty,1782,1924,kujawsko-pomorskie,2745
Kłobia,Kłobia,Śluby,1782,1924,kujawsko-pomorskie,2746
Kłobia,Kłobia,Zgony,1782,1924,kujawsko-pomorskie,2747
Kłóbka,Kłóbka,Chrzty,1777,1867,kujawsko-pomorskie,15665
Kłóbka,Kłóbka,Śluby,1775,1924,kujawsko-pomorskie,3446
Kłóbka,Kłóbka,Zgony,1775,1867,kujawsko-pomorskie,3447
Kłótno,Kłótno,Chrzty,1808,1867,kujawsko-pomorskie,4018
Kłótno,Kłótno,Śluby,1809,1940,kujawsko-pomorskie,14884
Kłótno,Kłótno,Zgony,1808,1940,kujawsko-pomorskie,14886
Kłótno USC,Kłótno USC,Śluby,1940,1943,kujawsko-pomorskie,14883
Kłótno USC,Kłótno USC,Zgony,1940,1941,kujawsko-pomorskie,14885
Kobielice,Kobielice,Chrzty,1771,1882,kujawsko-pomorskie,3839
Kobielice,Kobielice,Śluby,1771,1882,kujawsko-pomorskie,3824
Kobielice,Kobielice,Zgony,1771,1882,kujawsko-pomorskie,3817
Kokocko USC,Kokocko USC,Chrzty,1874,1890,kujawsko-pomorskie,16174
Kokocko USC,Kokocko USC,Śluby,1874,1890,kujawsko-pomorskie,16175
Kokocko USC,Kokocko USC,Zgony,1874,1890,kujawsko-pomorskie,16176
Kołdrąb,Kołdrąb,Chrzty,1886,1895,kujawsko-pomorskie,16722
Koneck,Koneck,Chrzty,1850,1867,kujawsko-pomorskie,8763
Koneck,Koneck,Śluby,1729,1922,kujawsko-pomorskie,7272
Koronowo,Koronowo,Chrzty,1744,1926,kujawsko-pomorskie,532
Koronowo,Koronowo,Śluby,1744,1929,kujawsko-pomorskie,957
Koronowo,Koronowo,Zgony,1744,1948,kujawsko-pomorskie,736
Koronowo (ewang.),Koronowo (ewang.),Zgony,1872,1874,kujawsko-pomorskie,16723
Kościelec,Kościelec,Chrzty,1818,1847,kujawsko-pomorskie,7407
Kościelec,Kościelec,Śluby,1818,1834,kujawsko-pomorskie,7408
Kościelec,Kościelec,Zgony,1818,1834,kujawsko-pomorskie,7409
Kościelna Wieś,Kościelna Wieś,Chrzty,1739,1919,kujawsko-pomorskie,3135
Kościelna Wieś,Kościelna Wieś,Śluby,1739,1920,kujawsko-pomorskie,3136
Kościelna Wieś,Kościelna Wieś,Zgony,1835,1868,kujawsko-pomorskie,3137
Kowal,Kowal,Chrzty,1674,1885,kujawsko-pomorskie,6808
Kowal,Kowal,Śluby,1674,1939,kujawsko-pomorskie,2986
Kowal,Kowal,Zgony,1721,1940,kujawsko-pomorskie,6898
Kowal (ewang.),Kowal (ewang.),Chrzty,1838,1854,kujawsko-pomorskie,5950
Kowal (ewang.),Kowal (ewang.),Śluby,1838,1854,kujawsko-pomorskie,5951
Kowal (ewang.),Kowal (ewang.),Zgony,1838,1854,kujawsko-pomorskie,5952
Kowal USC,Kowal USC,Śluby,1940,1944,kujawsko-pomorskie,15378
Kowal USC,Kowal USC,Zgony,1940,1944,kujawsko-pomorskie,15341
Kowalewo Pomorskie,Kowalewo Pomorskie,Chrzty,1722,1904,kujawsko-pomorskie,8705
Kowalewo Pomorskie,Kowalewo Pomorskie,Śluby,1722,1920,kujawsko-pomorskie,7890
Kowalewo Pomorskie,Kowalewo Pomorskie,Zgony,1800,1874,kujawsko-pomorskie,8682
Kruszwica św. Apostołów Piotra i Pawła,Kruszwica św. Apostołów Piotra i Pawła,Chrzty,1663,1836,kujawsko-pomorskie,6753
Kruszwica św. Apostołów Piotra i Pawła,Kruszwica św. Apostołów Piotra i Pawła,Śluby,1680,1855,kujawsko-pomorskie,5886
Kruszwica św. Apostołów Piotra i Pawła,Kruszwica św. Apostołów Piotra i Pawła,Zgony,1699,1900,kujawsko-pomorskie,6760
Kruszyn,Kruszyn,Chrzty,1687,1911,kujawsko-pomorskie,1475
Kruszyn,Kruszyn,Śluby,1687,1921,kujawsko-pomorskie,1476
Kruszyn,Kruszyn,Zgony,1687,1911,kujawsko-pomorskie,1477
Kruszyny,Kruszyny,Chrzty,1773,1889,kujawsko-pomorskie,8559
Kruszyny,Kruszyny,Śluby,1774,1905,kujawsko-pomorskie,8001
Kruszyny,Kruszyny,Zgony,1774,1855,kujawsko-pomorskie,9715
Krzywosądz,Krzywosądz,Chrzty,1749,1921,kujawsko-pomorskie,13141
Krzywosądz,Krzywosądz,Śluby,1749,1921,kujawsko-pomorskie,3274
Krzywosądz,Krzywosądz,Zgony,1749,1921,kujawsko-pomorskie,3284
Kwieciszewo-Blütenau,Kwieciszewo-Blütenau,Chrzty,1815,1874,kujawsko-pomorskie,14600
Kwieciszewo-Blütenau,Kwieciszewo-Blütenau,Śluby,1778,1874,kujawsko-pomorskie,14601
Kwieciszewo-Blütenau,Kwieciszewo-Blütenau,Zgony,1815,1874,kujawsko-pomorskie,14602
Laskowice,Laskowice,Zgony,1938,1979,kujawsko-pomorskie,715
Legbąd,Legbąd,Chrzty,1913,1925,kujawsko-pomorskie,645
Legbąd,Legbąd,Śluby,1913,1944,kujawsko-pomorskie,1529
Legbąd,Legbąd,Zgony,1913,1990,kujawsko-pomorskie,1668
Lembarg,Lembarg,Chrzty,1677,1890,kujawsko-pomorskie,7809
Lembarg,Lembarg,Śluby,1678,1896,kujawsko-pomorskie,7813
Lembarg,Lembarg,Zgony,1678,1898,kujawsko-pomorskie,8002
Lembarg USC,Lembarg USC,Chrzty,1901,1916,kujawsko-pomorskie,14895
Lembarg USC,Lembarg USC,Śluby,1874,1918,kujawsko-pomorskie,14896
Linowo Królewskie,Linowo Królewskie,Chrzty,1613,1825,kujawsko-pomorskie,10547
Linowo Królewskie,Linowo Królewskie,Śluby,1815,1850,kujawsko-pomorskie,8699
Lipinki,Lipinki,Chrzty,1908,1925,kujawsko-pomorskie,1011
Lipinki,Lipinki,Śluby,1908,1945,kujawsko-pomorskie,995
Lipinki,Lipinki,Zgony,1908,2009,kujawsko-pomorskie,1012
Lipnica USC,Lipnica USC,Chrzty,1874,1874,kujawsko-pomorskie,7453
Lipnica USC,Lipnica USC,Śluby,1874,1874,kujawsko-pomorskie,7454
Lipnica USC,Lipnica USC,Zgony,1874,1874,kujawsko-pomorskie,7455
Lipno (ewang),Lipno (ewang),Chrzty,1809,1830,kujawsko-pomorskie,13111
Lipno (ewang),Lipno (ewang),Śluby,1809,1830,kujawsko-pomorskie,7364
Lipno (ewang),Lipno (ewang),Zgony,1808,1830,kujawsko-pomorskie,13112
Lipno (prawosł.),Lipno (prawosł.),Chrzty,1895,1909,kujawsko-pomorskie,11630
Lipno Wniebowzięcia NMP,Lipno Wniebowzięcia NMP,Chrzty,1756,1918,kujawsko-pomorskie,2663
Lipno Wniebowzięcia NMP,Lipno Wniebowzięcia NMP,Śluby,1761,1937,kujawsko-pomorskie,2664
Lipno Wniebowzięcia NMP,Lipno Wniebowzięcia NMP,Zgony,1756,1934,kujawsko-pomorskie,8843
Lisewo (pow. chełmiński),Lisewo (pow. chełmiński),Chrzty,1726,1821,kujawsko-pomorskie,7953
Lisewo (pow. chełmiński),Lisewo (pow. chełmiński),Śluby,1800,1935,kujawsko-pomorskie,291
Lisewo (pow. chełmiński),Lisewo (pow. chełmiński),Zgony,1774,1936,kujawsko-pomorskie,1767
Lisewo Kościelne (gm.Złotniki Kujawskie),Lisewo Kościelne (gm.Złotniki Kujawskie),Chrzty,1745,1910,kujawsko-pomorskie,14795
Lisewo Kościelne (gm.Złotniki Kujawskie),Lisewo Kościelne (gm.Złotniki Kujawskie),Śluby,1745,1932,kujawsko-pomorskie,14796
Lisewo Kościelne (gm.Złotniki Kujawskie),Lisewo Kościelne (gm.Złotniki Kujawskie),Zgony,1745,1939,kujawsko-pomorskie,14797
Lisnowo-Groß Leistenau (ewang.),Lisnowo-Groß Leistenau (ewang.),Śluby,1767,1800,kujawsko-pomorskie,12566
Liszkowo (gm.Rojewo),Liszkowo (gm.Rojewo),Chrzty,1908,1920,kujawsko-pomorskie,11454
Liszkowo (gm.Rojewo),Liszkowo (gm.Rojewo),Śluby,1764,1921,kujawsko-pomorskie,11513
Liszkowo (gm.Rojewo),Liszkowo (gm.Rojewo),Zgony,1764,1920,kujawsko-pomorskie,11615
Lniano,Lniano,Zgony,1945,2009,kujawsko-pomorskie,773
Lubanie,Lubanie,Chrzty,1814,1920,kujawsko-pomorskie,4978
Lubanie,Lubanie,Śluby,1820,1920,kujawsko-pomorskie,4979
Lubanie,Lubanie,Zgony,1824,1920,kujawsko-pomorskie,4980
Lubicz USC,Lubicz USC,Śluby,1874,1897,kujawsko-pomorskie,4539
Lubień Kujawski,Lubień Kujawski,Chrzty,1755,1908,kujawsko-pomorskie,1938
Lubień Kujawski,Lubień Kujawski,Śluby,1755,1940,kujawsko-pomorskie,11387
Lubień Kujawski,Lubień Kujawski,Zgony,1755,1940,kujawsko-pomorskie,13278
Lubiewo,Lubiewo,Chrzty,1824,1925,kujawsko-pomorskie,508
Lubiewo,Lubiewo,Śluby,1793,1890,kujawsko-pomorskie,512
Lubiewo,Lubiewo,Zgony,1793,1846,kujawsko-pomorskie,2334
Lubomin,Lubomin,Chrzty,1679,1923,kujawsko-pomorskie,2801
Lubomin,Lubomin,Śluby,1768,1923,kujawsko-pomorskie,2802
Lubomin,Lubomin,Zgony,1767,1923,kujawsko-pomorskie,2803
Lubraniec,Lubraniec,Chrzty,1774,1910,kujawsko-pomorskie,902
Lubraniec,Lubraniec,Śluby,1774,1924,kujawsko-pomorskie,66
Lubraniec,Lubraniec,Zgony,1774,1910,kujawsko-pomorskie,901
Lubraniec USC,Lubraniec USC,Śluby,1940,1944,kujawsko-pomorskie,16542
Lubraniec USC,Lubraniec USC,Zgony,1940,1944,kujawsko-pomorskie,16541
Ludzisko,Ludzisko,Chrzty,1662,1915,kujawsko-pomorskie,8641
Ludzisko,Ludzisko,Śluby,1662,1868,kujawsko-pomorskie,1317
Ludzisko,Ludzisko,Zgony,1682,1918,kujawsko-pomorskie,8642
Łabiszyn,Łabiszyn,Śluby,1762,1800,kujawsko-pomorskie,14860
Łasin,Łasin,Chrzty,1711,1781,kujawsko-pomorskie,10125
Łasin,Łasin,Śluby,1778,1810,kujawsko-pomorskie,9605
Łąsko Wielkie,Łąsko Wielkie,Chrzty,1864,1925,kujawsko-pomorskie,674
Łąsko Wielkie,Łąsko Wielkie,Śluby,1864,1945,kujawsko-pomorskie,673
Łąsko Wielkie,Łąsko Wielkie,Zgony,1863,1958,kujawsko-pomorskie,675
Łążyn (gm. Zławieś Wielka),Łążyn (gm. Zławieś Wielka),Chrzty,1812,1850,kujawsko-pomorskie,13854
Łążyn (gm. Zławieś Wielka),Łążyn (gm. Zławieś Wielka),Śluby,1790,1830,kujawsko-pomorskie,9082
Łążyn (gm. Zławieś Wielka),Łążyn (gm. Zławieś Wielka),Zgony,1782,1811,kujawsko-pomorskie,14623
Łążyn (gm.Obrowo),Łążyn (gm.Obrowo),Chrzty,1704,1900,kujawsko-pomorskie,8884
Łążyn (gm.Obrowo),Łążyn (gm.Obrowo),Śluby,1728,1900,kujawsko-pomorskie,8118
Łążyn (gm.Obrowo),Łążyn (gm.Obrowo),Zgony,1728,1900,kujawsko-pomorskie,8771
Łobdowo,Łobdowo,Chrzty,1773,1890,kujawsko-pomorskie,7895
Łobdowo,Łobdowo,Śluby,1774,1900,kujawsko-pomorskie,3271
Łobdowo,Łobdowo,Zgony,1774,1898,kujawsko-pomorskie,3272
Łowiczek,Łowiczek,Chrzty,1728,1923,kujawsko-pomorskie,8874
Łowiczek,Łowiczek,Śluby,1734,1940,kujawsko-pomorskie,4804
Łowiczek,Łowiczek,Zgony,1730,1923,kujawsko-pomorskie,9041
Mazowsze,Mazowsze,Chrzty,1721,1910,kujawsko-pomorskie,3783
Mazowsze,Mazowsze,Śluby,1743,1920,kujawsko-pomorskie,12335
Mazowsze,Mazowsze,Zgony,1742,1859,kujawsko-pomorskie,3785
Mąkowarsko,Mąkowarsko,Chrzty,1863,1877,kujawsko-pomorskie,545
Mąkowarsko,Mąkowarsko,Śluby,1863,1945,kujawsko-pomorskie,1619
Mełno USC,Mełno USC,Chrzty,1887,1916,kujawsko-pomorskie,15858
Modzerowo,Modzerowo,Chrzty,1810,1910,kujawsko-pomorskie,2762
Modzerowo,Modzerowo,Śluby,1810,1922,kujawsko-pomorskie,1777
Modzerowo,Modzerowo,Zgony,1810,1910,kujawsko-pomorskie,2763
Mogilno,Mogilno,Śluby,1601,1799,kujawsko-pomorskie,12173
Mokowo,Mokowo,Chrzty,1752,1910,kujawsko-pomorskie,775
Mokowo,Mokowo,Śluby,1753,1938,kujawsko-pomorskie,4178
Mokowo,Mokowo,Zgony,1753,1910,kujawsko-pomorskie,7241
Mokre (pow. grudziądzki),Mokre (pow. grudziądzki),Śluby,1761,1810,kujawsko-pomorskie,16654
Mrocza,Mrocza,Chrzty,1852,1906,kujawsko-pomorskie,16728
Mrocza,Mrocza,Śluby,1852,1939,kujawsko-pomorskie,9678
Mszano,Mszano,Chrzty,1695,1874,kujawsko-pomorskie,7675
Mszano,Mszano,Śluby,1695,1874,kujawsko-pomorskie,7845
Mszano,Mszano,Zgony,1773,1851,kujawsko-pomorskie,8261
Murzynno,Murzynno,Chrzty,1779,1925,kujawsko-pomorskie,16046
Murzynno,Murzynno,Śluby,1790,1925,kujawsko-pomorskie,15502
Murzynno,Murzynno,Zgony,1779,1925,kujawsko-pomorskie,15500
Nakło nad Notecią  św. Wawrzyńca,Nakło nad Notecią  św. Wawrzyńca,Chrzty,1905,1920,kujawsko-pomorskie,9258
Nakło nad Notecią  św. Wawrzyńca,Nakło nad Notecią  św. Wawrzyńca,Śluby,1750,1940,kujawsko-pomorskie,9348
Nakło nad Notecią  św. Wawrzyńca,Nakło nad Notecią  św. Wawrzyńca,Zgony,1920,1948,kujawsko-pomorskie,663
Nakło nad Notecią św. Stanisława Biskupa,Nakło nad Notecią św. Stanisława Biskupa,Śluby,1926,1945,kujawsko-pomorskie,12052
Nakło nad Notecią św. Stanisława Biskupa,Nakło nad Notecią św. Stanisława Biskupa,Zgony,1926,1945,kujawsko-pomorskie,12011
Nawra,Nawra,Chrzty,1760,1807,kujawsko-pomorskie,10904
Nawra,Nawra,Śluby,1770,1850,kujawsko-pomorskie,8768
Nawra,Nawra,Zgony,1760,1860,kujawsko-pomorskie,12151
Niedźwiedź (pow.wąbrzeski),Niedźwiedź (pow.wąbrzeski),Chrzty,1786,1878,kujawsko-pomorskie,9064
Niedźwiedź (pow.wąbrzeski),Niedźwiedź (pow.wąbrzeski),Śluby,1762,1869,kujawsko-pomorskie,7865
Niestronno,Niestronno,Śluby,1751,1767,kujawsko-pomorskie,12180
Nieszawa,Nieszawa,Chrzty,1621,1918,kujawsko-pomorskie,15566
Nieszawa,Nieszawa,Śluby,1660,1918,kujawsko-pomorskie,5935
Nieszawa,Nieszawa,Zgony,1687,1879,kujawsko-pomorskie,5936
Nieszawa (ewang.),Nieszawa (ewang.),Chrzty,1839,1925,kujawsko-pomorskie,7537
Nieszawa (ewang.),Nieszawa (ewang.),Śluby,1839,1936,kujawsko-pomorskie,16243
Nieszawa (ewang.),Nieszawa (ewang.),Zgony,1839,1936,kujawsko-pomorskie,7476
Niewieścin,Niewieścin,Chrzty,1840,1843,kujawsko-pomorskie,10067
Niewieścin,Niewieścin,Śluby,1843,1874,kujawsko-pomorskie,1273
Nieżywięć,Nieżywięć,Chrzty,1719,1905,kujawsko-pomorskie,7768
Nieżywięć,Nieżywięć,Śluby,1720,1918,kujawsko-pomorskie,7737
Nieżywięć,Nieżywięć,Zgony,1704,1930,kujawsko-pomorskie,8555
Nowa Wieś Królewska,Nowa Wieś Królewska,Chrzty,1733,1917,kujawsko-pomorskie,9496
Nowa Wieś Królewska,Nowa Wieś Królewska,Śluby,1785,1918,kujawsko-pomorskie,8694
Nowa Wieś Królewska,Nowa Wieś Królewska,Zgony,1874,1918,kujawsko-pomorskie,9497
Nowe-Neuenburg,Nowe-Neuenburg,Chrzty,1692,1925,kujawsko-pomorskie,20
Nowe-Neuenburg,Nowe-Neuenburg,Śluby,1692,1945,kujawsko-pomorskie,212
Nowe-Neuenburg,Nowe-Neuenburg,Zgony,1774,2007,kujawsko-pomorskie,213
Nowogród,Nowogród,Chrzty,1682,1844,kujawsko-pomorskie,8542
Nowogród,Nowogród,Śluby,1689,1859,kujawsko-pomorskie,3518
Nowogród,Nowogród,Zgony,1688,1847,kujawsko-pomorskie,3503
Okonin (pow.grudziądzki),Okonin (pow.grudziądzki),Śluby,1730,1801,kujawsko-pomorskie,9209
Olszewka USC,Olszewka USC,Śluby,1900,1921,kujawsko-pomorskie,10647
Orle (pow. radziejowski),Orle (pow. radziejowski),Chrzty,1822,1915,kujawsko-pomorskie,1073
Orle (pow. radziejowski),Orle (pow. radziejowski),Śluby,1775,1946,kujawsko-pomorskie,39
Orle (pow. radziejowski),Orle (pow. radziejowski),Zgony,1822,1990,kujawsko-pomorskie,1060
Orle USC (gm.Gruta),Orle USC (gm.Gruta),Chrzty,1874,1875,kujawsko-pomorskie,17173
Orle USC (gm.Gruta),Orle USC (gm.Gruta),Śluby,1875,1910,kujawsko-pomorskie,17172
Orle USC (gm.Gruta),Orle USC (gm.Gruta),Zgony,1874,1875,kujawsko-pomorskie,17171
Orłowo,Orłowo,Chrzty,1761,1924,kujawsko-pomorskie,6280
Orłowo,Orłowo,Śluby,1777,1879,kujawsko-pomorskie,6281
Orłowo,Orłowo,Zgony,1776,1878,kujawsko-pomorskie,6282
Osie,Osie,Chrzty,1741,1910,kujawsko-pomorskie,239
Osie,Osie,Śluby,1719,1930,kujawsko-pomorskie,240
Osie,Osie,Zgony,1786,1912,kujawsko-pomorskie,241
Osiek (pow. brodnicki),Osiek (pow. brodnicki),Chrzty,1667,1918,kujawsko-pomorskie,206
Osiek (pow. brodnicki),Osiek (pow. brodnicki),Śluby,1668,1918,kujawsko-pomorskie,185
Osiek (pow. brodnicki),Osiek (pow. brodnicki),Zgony,1768,1918,kujawsko-pomorskie,207
Osiek nad Wisłą,Osiek nad Wisłą,Chrzty,1743,1883,kujawsko-pomorskie,2349
Osiek nad Wisłą,Osiek nad Wisłą,Śluby,1746,1895,kujawsko-pomorskie,2412
Osiek nad Wisłą,Osiek nad Wisłą,Zgony,1746,1859,kujawsko-pomorskie,2350
Osielsko,Osielsko,Chrzty,1775,1813,kujawsko-pomorskie,14147
Osielsko,Osielsko,Śluby,1926,1945,kujawsko-pomorskie,6773
Osięciny,Osięciny,Chrzty,1759,1910,kujawsko-pomorskie,3103
Osięciny,Osięciny,Śluby,1711,1920,kujawsko-pomorskie,3104
Osięciny,Osięciny,Zgony,1712,1940,kujawsko-pomorskie,3105
Ostromecko,Ostromecko,Chrzty,1775,1778,kujawsko-pomorskie,14586
Ostrowąs,Ostrowąs,Chrzty,1850,1920,kujawsko-pomorskie,6108
Ostrowąs,Ostrowąs,Śluby,1850,1920,kujawsko-pomorskie,6109
Ostrowąs,Ostrowąs,Zgony,1850,1920,kujawsko-pomorskie,6110
Ostrowite (pow. lipnowski),Ostrowite (pow. lipnowski),Chrzty,1808,1923,kujawsko-pomorskie,3259
Ostrowite (pow. lipnowski),Ostrowite (pow. lipnowski),Śluby,1808,1923,kujawsko-pomorskie,3283
Ostrowite (pow. lipnowski),Ostrowite (pow. lipnowski),Zgony,1816,1923,kujawsko-pomorskie,3260
